,prod_color,article_id
45213,"Woody N jaquard sweater, color:  Dark Grey",682468001
45215,"PE DANIELA CHECKED COAT, color:  Light Grey",682490002
45216,"Wille boot, color:  Black",682509001
45217,"Wille, color:  Yellowish Brown",682509002
45218,"Wille boot, color:  Black",682509004
45219,"Lexington, color:  Black",682511001
45220,"Lexington, color:  Yellowish Brown",682511002
45221,"Pom Pom, color:  Beige",682520001
45222,"Pom Pom, color:  Red",682520002
45242,"CE Sol v-neck sweater, color:  Dark Pink",682571003
45243,"CE Hirst jkt, color:  Black",682572001
45244,"CE Portrait dress, color:  Dark Blue",682573001
45245,"CE Pavillion dress, color:  Dark Blue",682576001
45246,"CE Session dress, color:  Dark Blue",682580001
45247,"CE Fortuny dress, color:  Dark Blue",682581001
45248,"CE Twombly mini dress, color:  Black",682582001
45249,"CE Artefact dress, color:  Black",682583001
45250,"Lazy cross bag, color:  Black",682600001
45251,"Lazy cross bag, color:  Dark Red",682600002
45278,"Francis Skirt, color:  Black",682682001
45279,"Emmy Dress, color:  Black",682686001
45280,"Emmy Dress, color:  Light Pink",682686002
45287,"Dance with Me Dress, color:  Dark Blue",682758001
45288,"Dance with Me Dress, color:  Light Grey",682758002
45289,"Nina Dress, color:  Black",682762001
45290,"Nina Dress, color:  Black",682762002
45291,"Henry hobo, color:  Black",682765001
45292,"Yuki shopper, color:  Black",682771001
45293,"Yuki shopper, color:  Yellowish Brown",682771002
45294,"Yuki shopper, color:  Orange",682771004
45295,"Yuki shopper, color:  Dark Orange",682771005
45296,"King Charles v5, color:  Light Grey",682776001
45297,"King Charles v5, color:  Dark Turquoise",682776002
45298,"King Charles v5, color:  Dark Pink",682776003
45299,"Gondola tote, color:  Yellowish Brown",682780001
45300,"Louvre bucket bag, color:  Black",682783003
45301,"PQ/PU Brittania satchel bag, color:  Yellowish Brown",682784001
45302,"Stephanie Bling, color:  Black",682786001
45303,"Misses bucket, color:  Beige",682790001
45304,"Trouser Socks 2p Socks, color:  Black",682813001
45305,"Trouser Socks 2p Socks, color:  Grey",682813002
45306,"Trouser Socks 2p Socks, color:  Grey",682813005
45310,"Skinny  RW Ankle Milo Zip, color:  Dark Blue",682848002
45311,"Skinny  RW Ankle Milo Zip, color:  Blue",682848003
45312,"Skinny  RW Ankle Milo Zip, color:  Dark Blue",682848004
45325,"Sheer Flower 2p Socks, color:  Black",682899001
45329,"PE BELLE CAMEL TROUSER, color:  Yellowish Brown",682951001
45335,"Flirty Mini Mina Pouch, color:  Light Pink",682957001
45336,"Flirty Mina Pouch, color:  Black",682958001
45339,"Clemenza Push Balboa (1), color:  Black",682965001
45340,"Clemenza Push Balboa (1), color:  Dark Red",682965002
45342,"Kahlua thong, color:  Black",682996001
45343,"Kahlua thong, color:  Dark Red",682996002
45344,"Pattern 7p Socks, color:  Other",683001001
45345,"Pattern 7p Socks, color:  Grey",683001002
45346,"Pattern 7p Socks, color:  Light Grey",683001003
45347,"Pattern 7p Socks, color:  White",683001004
45348,"Pattern 7p Socks, color:  Light Grey",683001005
45349,"Pattern 7p Socks, color:  White",683001006
45350,"Pattern 7p Socks, color:  Pink",683001007
45351,"Pattern 7p Socks, color:  Grey",683001009
45352,"Pattern 7p Socks, color:  Grey",683001010
45353,"Pattern 7p Socks, color:  Beige",683001011
45354,"Pattern 7p Socks, color:  Beige",683001012
45355,"Pattern 7p Socks, color:  Dark Red",683001014
45356,"Pattern 7p Socks, color:  Light Grey",683001016
45357,"Pattern 7p Socks, color:  White",683001017
45358,"Pattern 7p Socks, color:  White",683001019
45359,"Pattern 7p Socks, color:  Dark Beige",683001020
45360,"Pattern 7p Socks, color:  Light Grey",683001021
45361,"Pattern 7p Socks, color:  Light Grey",683001022
45362,"Pattern 7p Socks, color:  White",683001023
45363,"Pattern 7p Socks, color:  Black",683001024
45364,"Pattern 7p Socks, color:  Pink",683001025
45365,"Pattern 7p Socks, color:  Pink",683001026
45366,"Pattern 7p Socks, color:  Black",683001027
45367,"Pattern 7p Socks, color:  White",683001028
45368,"Pattern 7p Socks, color:  Black",683001029
45369,"Pattern 7p Socks, color:  Light Pink",683001030
45370,"Cardamom Balconette, color:  Black",683020001
45371,"Cardamom Balconette, color:  Dark Purple",683020002
45372,"Cardamom Balconette, color:  Light Orange",683020003
45373,"Cardamom Balconette, color:  Red",683020004
45374,"Cardamom Balconette, color:  Dark Red",683020005
45379,"PE HOUSTON BLAZER, color:  Yellowish Brown",683035001
45380,"Cardamom Suspenderbelt, color:  Dark Red",683045001
45382,"Cardamom cut padding, color:  Dark Red",683067003
45383,"Cardamom cut padding, color:  Dark Red",683067004
45384,"Cardamom cut padding, color:  Black",683067005
45385,"Gretel Top, color:  Black",683071001
45386,"Gretel Top, color:  Beige",683071003
45387,"Gretel Top, color:  Red",683071005
45409,"CE - Francis High Heel, color:  Black",683135001
45410,"CE - Cordiano Earring, color:  Off White",683136001
45411,"CE - Cordiano Earring, color:  Dark Red",683136002
45412,"CE - Pavillion Scarf, color:  Black",683138002
45413,"CE - Blazy Balaclava, color:  Black",683139001
45414,"Girona throw on wool coat, color:  Dark Blue",683147001
45415,"Girona throw on wool coat, color:  Dark Red",683147002
45417,"Vixen round straw, color:  Light Beige",683159001
45418,"Vixen round straw, color:  Black",683159002
45419,"Thomas trousers flare RW, color:  Black",683162001
45422,"Yaz flip flop (1), color:  Black",683176001
45423,"Yaz flip flop (1), color:  Orange",683176002
45424,"Yaz flip flop (1), color:  Red",683176003
45426,"Cool Sporren earring, color:  Gold",683211001
45427,"Cool Sporren earring, color:  Silver",683211002
45463,"Updown Dress, color:  Black",683317001
45464,"HAMILTON, color:  Light Pink",683356001
45465,"HAMILTON, color:  Dark Red",683356003
45466,"HAMILTON, color:  Light Grey",683356004
45467,"HAMILTON, color:  White",683356005
45468,"HAMILTON, color:  Grey",683356006
45469,"Flirty Sansa earring, color:  Gold",683357001
45472,"Cool Miller earring pk, color:  Gold",683362001
45473,"Cool Miller earring pk, color:  Dark Orange",683362003
45475,"Flirty Tove stud pk, color:  Gold",683375001
45477,"Flirty Emmi necklace, color:  Gold",683379001
45478,"Flirty Emmi necklace, color:  Silver",683379002
45482,"Class Simba hoop, color:  Gold",683395001
45483,"Class Simba hoop, color:  Silver",683395002
45505,"SC - CHERRY bra, color:  Gold",683416001
45506,"Megan sheer dress, color:  Black",683417001
45514,"Phoebe Dress, color:  Black",683454001
45515,"SC - TIMBER panties, color:  Gold",683458001
45516,"Missy dress, color:  Black",683476001
45517,"Missy dress, color:  Dark Blue",683476002
45518,"Missy dress, color:  Black",683476003
45520,"Mini Me PJ LL (w), color:  Red",683486001
45521,"Sebi, color:  Black",683493001
45522,"Sebi, color:  Pink",683493005
45523,"Sebi, color:  Off White",683493007
45524,"Sebi, color:  Yellowish Brown",683493008
45528,"PE KIARA SHIRT, color:  White",683549001
45530,"PE RAP, color:  Dark Purple",683566001
45531,"PE CARTNER, color:  Light Pink",683572002
45532,"PE CARTNER, color:  Dark Blue",683572003
45533,"Mrs West Top, color:  Black",683573001
45534,"Stephanie PJ Long Sleeve, color:  Light Pink",683576001
45535,"Ari Dress, color:  Light Beige",683579001
45537,"Christy Dress, color:  Dark Yellow",683587001
45538,"Christy Dress, color:  Dark Red",683587002
45542,"Wen Dress, color:  Black",683600001
45543,"Carey, color:  Grey",683606001
45544,"Carey, color:  Red",683606002
45547,"Etienne Dress, color:  Light Beige",683621001
45563,"Slim denim, color:  Dark Blue",683653002
45564,"Slim denim, color:  Light Turquoise",683653003
45565,"Flirty Hibbe earring, color:  Gold",683659004
45566,"Flirty Hibbe earring, color:  Silver",683659005
45583,"Riche, color:  Off White",683718003
45594,"Lolo sneakerboot, color:  Black",683773001
45595,"Lolo sneakerboot, color:  Dark Red",683773002
45607,"Flirty Queen earring, color:  Gold",683854002
45614,"ES Marie top, color:  Black",683880002
45615,"ES Marie top, color:  White",683880003
45621,"Sammy, color:  Black",683968001
45622,"Sammy, color:  Dark Blue",683968002
45632,"SC - CHERRY bra wood, color:  Yellowish Brown",684010001
45633,"SC - TIMBER panties wood, color:  Yellowish Brown",684012001
45714,"Glans Tunic, color:  Black",684028001
45715,"Emerald wrap, color:  Black",684030001
45716,"Emerald wrap, color:  White",684030002
45717,"Emerald wrap, color:  Yellow",684030003
45721,"Elsa, color:  Dark Turquoise",684036001
45722,"Sugar Dress, color:  Black",684037001
45723,"Sugar Dress, color:  Blue",684037004
45724,"Sugar Dress, color:  Black",684037005
45725,"Bonnie, color:  Black",684040001
45726,"Bonnie, color:  Dark Grey",684040002
45727,"Bonnie, color:  Black",684040004
45728,"Lilja sock sneaker, color:  Black",684044001
45729,"Lilja sock sneaker, color:  Dark Orange",684044002
45730,"Hanna Head band, color:  Dark Grey",684053001
45731,"Hanna Head band, color:  Yellowish Brown",684053002
45732,"Malou HB, color:  Black",684055001
45733,"Malou HB, color:  Light Beige",684055002
45734,"Vicky Beret, color:  Black",684062001
45735,"Vicky Beret, color:  White",684062002
45736,"Vicky Beret, color:  Yellowish Brown",684062004
45737,"Vicky Beret, color:  Yellow",684062010
45738,"Vicky Beret(1), color:  Red",684062017
45739,"Vicky Beret, color:  Purple",684062020
45740,"Vicky Beret, color:  Grey",684062022
45741,"Vicky Beret, color:  Orange",684062023
45742,"Icarus Linen Sailor Cap, color:  White",684063001
45743,"Hazel top, color:  Black",684078001
45744,"Hazel top, color:  Dark Turquoise",684078002
45745,"Grimsby, color:  Black",684080001
45746,"Grimsby, color:  Beige",684080002
45747,"Grimsby, color:  Dark Orange",684080003
45748,"Grimsby, color:  Light Beige",684080004
45759,"OPEN (softbra lace), color:  White",684087001
45760,"Kelly Softbra 2pk, color:  Light Pink",684087005
45761,"Kelly Softbra 2pk, color:  Dark Red",684087008
45762,"Malta dress, color:  Dark Blue",684096001
45763,"Malta dress, color:  Black",684096003
45766,"Kiev, color:  Beige",684105001
45767,"Kiev Suede Coat, color:  Greenish Khaki",684105002
45768,"Kiev Suede Coat, color:  Light Beige",684105003
45769,"Kiev Suede Coat, color:  Red",684105004
45770,"Kiev Suede Coat, color:  Yellow",684105005
45771,"Dora parkas, color:  Greenish Khaki",684128001
45772,"Emelie Straw Hat, color:  Yellow",684130003
45773,"Ariel, color:  White",684144001
45774,"Bowie, color:  Dark Blue",684151001
45778,"Nottie RW wide cropped, color:  Black",684186001
45779,"Nottie RW wide cropped, color:  Dark Blue",684186002
45780,"Nottie RW wide cropped, color:  Dark Grey",684186005
45781,"Holly tencel dress, color:  Light Blue",684189001
45782,"Glenda knot top, color:  White",684192001
45783,"Flora top, color:  Dark Blue",684193001
45784,"Flora top, color:  Blue",684193002
45785,"Flora top, color:  Dark Orange",684193004
45786,"Polly denim dress, color:  Dark Blue",684201001
45787,"Classic Metal PU Phone Case, color:  Light Orange",684206001
45788,"Classic Metal PU Phone Case, color:  Light Orange",684206009
45790,"Simple as That Triangle Top, color:  Red",684209001
45791,"Simple as That Triangle Top, color:  Black",684209004
45792,"Simple as That Triangle Top, color:  Black",684209006
45793,"Simple as That Triangle Top, color:  Dark Blue",684209007
45794,"Simple as That Triangle Top, color:  White",684209012
45795,"Simple as That Triangle Top, color:  Dark Green",684209013
45796,"Simple as That Triangle Top, color:  Black",684209014
45797,"Simple as That Triangle Top, color:  Yellowish Brown",684209018
45798,"Simple as That Triangle Top, color:  Blue",684209019
45799,"Simple as That Triangle Top, color:  White",684209020
45800,"Simple as That Triangle Top, color:  Light Yellow",684209025
45801,"Simple as That Triangle Top, color:  Off White",684209026
45802,"Simple as That Triangle Top, color:  Red",684209027
45803,"Simple as That Triangle Top, color:  Other Pink",684209032
45804,"Simple as That Triangle Top, color:  Yellowish Brown",684209036
45805,"Simple as That Triangle Top, color:  Light Green",684209038
45806,"Simple as That Triangle Top, color:  Light Purple",684209039
45807,"Maria throw-on, color:  Black",684210001
45808,"Maria throw-on, color:  Grey",684210002
45809,"Maria throw-on, color:  Light Beige",684210003
45810,"Time for Tie Triangle Top, color:  Black",684212001
45811,"Time for Tie Triangle Top, color:  Dark Green",684212002
45818,"Sandra 1p Tights Lurex, color:  Black",684272001
45819,"Sandra 1p Tights Lurex, color:  Dark Red",684272002
45822,"Nicole Flower 1p Tights, color:  Black",684277001
45823,"Ciara or New Fancy, color:  Black",684282001
45825,"Margot 1p Tights Lurex, color:  Black",684292001
45829,"Speed Sultan Earring, color:  Gold",684316002
45830,"Speed Sultan Earring, color:  Light Orange",684316004
45834,"Love Affair Triangle Top, color:  Black",684340001
45835,"Love Affair Triangle Top, color:  Dark Red",684340002
45836,"Love Affair Triangle Top, color:  Dark Blue",684340003
45837,"Love Affair High Rise Brief, color:  Black",684341001
45838,"Love Affair High Rise Brief, color:  Dark Red",684341002
45839,"Speed Ferry Earring, color:  Gold",684361001
45840,"Speed Ferry Brooch, color:  Gold",684374001
45842,"Vanna Beret, color:  Light Pink",684384001
45843,"ED Offy offshoulder top, color:  Black",684385001
45845,"Speed Joyful Earring PK, color:  Gold",684400001
45846,"Blake 1p Tights Lurex, color:  Black",684423001
45850,"ED Enter legging, color:  Black",684574001
45851,"Cool Amy necklace OL, color:  Gold",684579001
45852,"Cool Amy necklace OL, color:  Silver",684579002
45853,"Yen., color:  Red",684588001
45854,"Yen., color:  Dark Blue",684588002
45855,"Yen., color:  Off White",684588003
45856,"Yen., color:  Dark Green",684588006
45857,"Yen., color:  White",684588007
45858,"Yen., color:  Black",684588008
45859,"Speed Shine Stud, color:  White",684606001
45860,"Eva Waistbag, color:  Black",684608001
45863,"SPEED Keaton Dress, color:  Black",684618001
45870,"Julia embroidery, color:  Dark Blue",684668001
45874,"PE KATE TROUSER, color:  Black",684675001
45875,"Angela Top X-MAS (J), color:  White",684682001
45878,"Kirsten M-gown (J), color:  Light Pink",684688001
45879,"Kirsten M-gown (J), color:  Dark Grey",684688002
45880,"Kirsten M-gown (J), color:  Red",684688003
45888,"Uncle, color:  Dark Grey",684712001
45889,"Uncle, color:  Dark Red",684712002
45890,"Aurora waist belt, color:  Black",684717001
45892,"Topaz HW wide cropped, color:  Black",684758001
45901,"Walkover Unpadded Swimsuit, color:  Dark Green",684824001
45902,"Walkover Unpadded Swimsuit, color:  Dark Red",684824002
45903,"Walkover Unpadded Swimsuit, color:  Black",684824003
45904,"Walkover Unpadded Swimsuit, color:  White",684824005
45905,"Walkover Unpadded Swimsuit, color:  Black",684824006
45906,"Porto, color:  Black",684825001
45907,"Mouse blouse, color:  Black",684838001
45908,"Zodiac dress, color:  White",684847002
45909,"Aimee shirt, color:  Light Yellow",684848003
45910,"Aimee shirt, color:  White",684848005
45911,"Jackie shirt, color:  Greenish Khaki",684851003
45912,"Jackie shirt, color:  Off White",684851004
45915,"Hello Top, color:  Light Beige",684886001
45916,"Hello Top, color:  Black",684886002
45917,"Ivar button up shirt, color:  Red",684889001
45920,"Karly straight, color:  Black",684895001
45927,"OL HARDING FANCY PQ Loafer, color:  Black",684914001
45928,"Britt top, color:  Black",684947001
45929,"Britt top, color:  Off White",684947002
45930,"Mary Top, color:  Dark Red",684948001
45931,"Kate Skirt, color:  Dark Red",684949001
45941,"Cardamom Thong Maple Low, color:  Black",684981002
45942,"Cardamom Thong Maple Low, color:  Dark Purple",684981003
45943,"Cardamom Thong Maple Low, color:  Dark Red",684981004
45973,"Corset belt, color:  Black",685051001
45974,"Corset belt, color:  Black",685051002
45975,"Chilli top, color:  Black",685054001
45976,"Chilli top, color:  Red",685054002
45990,"Tora LS, color:  Black",685101001
45991,"CE Biennale shoulder piece, color:  Black",685124001
46011,"CE Canvas Sequins dress, color:  Black",685156001
46012,"CE Concrete blouse, color:  Off White",685157001
46013,"CE Peggy blouse, color:  Dark Pink",685158001
46014,"CE Oho shirt/jkt, color:  Dark Blue",685159001
